feature_1,target
-2.50919762305275,-8.934091446903162
9.014286128198322,36.774545187228796
4.639878836228101,21.36915999462132
1.973169683940732,12.157523270577185
-6.87962719115127,-25.587989348410517
-6.880109593275947,-25.75418092004311
-8.83832775663601,-35.040966530682965
7.323522915498703,31.34025014076488
2.0223002348641756,11.766602468866239
4.161451555920909,18.72667381981588
-9.588310114083951,-34.49475737908191
9.398197043239886,42.8281883941393
6.648852816008436,29.554209373404504
-5.753217786434477,-22.580592574107747
-6.363500655857988,-24.366119064523932
-6.331909802931324,-24.453274055344185
-3.9151551408092455,-12.268400928103901
0.49512863264475726,4.8591645117240505
-1.3610996271576852,-4.31406604242507
-4.175417196039161,-12.201091195630802
2.23705789444759,11.969605653960212
-7.210122786959163,-26.62925619127514
-4.157107029295637,-15.872189284208815
-2.672763134126166,-8.180931721713112
-0.8786003156592805,-0.7234563390541856
5.703519227860273,23.62030681886892
-6.006524356832806,-19.704489633006826
0.28468876827223255,5.631659518127198
1.8482913772408498,9.667030810192587
-9.070991745600045,-37.25156994220398
2.1508970380287664,12.055109980426149
-6.58951752625417,-25.04592706114592
-8.69896814029441,-33.50216276639168
8.977710745066666,40.49375122357114
9.312640661491187,42.37245226222188
6.167946962329221,30.57633579087044
-3.9077246165325867,-13.060288581743897
-8.046557719872322,-32.870025671828664
3.6846605302431374,20.019418506089856
-1.196950125207973,-0.06626868064105595
-7.5592353031044235,-24.520703171270455
-0.09646179777459629,0.40961939948729853
-9.312229577695632,-36.24704120659624
8.186408041575643,33.75976571983422
-4.824400367999662,-16.932757811029767
3.2504456870796403,15.329571438484331
-3.7657784782117805,-10.43110091625205
0.40136042355621626,3.0237913239082355
0.934205586865593,3.8898889078845977
-6.302910889489459,-24.679121346909504
9.391692555291172,38.98187707539722
5.502656467222291,26.737806344094587
8.789978831283783,36.32028652200741
7.896547008552975,35.70818380769723
1.9579995762217024,7.606880490346855
8.437484700462335,37.45698903513684
-8.23014995896161,-29.601562593931963
-6.080342751617096,-22.49646771963811
-9.09545422178924,-36.99614813896221
-3.4933933847347127,-12.219057449294422
-2.2264542062103594,-6.824082358016839
-4.573019364522082,-15.997735812227639
6.574750183038589,28.063663223840834
-2.864933466128214,-8.643869646967502
-4.381309806252385,-19.95808863366418
0.8539216631649698,5.141644156747158
-7.181515500504747,-28.394775865797257
6.043939615080795,28.834536622446198
-8.508987126404584,-33.20379965188395
9.737738732010346,41.290158093659024
5.4448953859331475,23.891070932193696
-6.025686369316552,-22.509862736808408
-9.889557657527952,-39.154743174414236
6.309228569096682,28.130073825752444
4.137146876952343,19.154766198931874
4.580143360819747,22.78085411118187
5.425406933718914,24.51017026231562
-8.519106965318192,-33.41238612038002
-2.8306854291145473,-6.133973920160284
-7.682618809497406,-31.902522955214987
7.262068517511871,30.222923676187868
2.4659625365511584,14.032427150712776
-3.3820395029470163,-12.722530504318623
-8.728832994279527,-34.638454867587946
-3.780353565686756,-14.549219543081046
-3.496333559465059,-12.574301160904517
4.5921235667612805,24.18472614854189
2.751149427104263,15.258020281765084
7.744254851526531,36.3192056442419
-0.5557014967610137,-1.9582868700852258
-7.608115081233966,-31.180813946011963
4.264895744459899,16.153944137503437
5.215700972337949,23.191872852195253
